smiles,log_p,C,O,N,F,Cl,benzene,NH2,unbrch_alkane,Al_COO,Al_OH_noTert,Al_OH,C_O,NH0,ether,NH1
Cn1c2c(c3cc([N+](=O)[O-])ccc31)CCNC2,2.07,12,2,3,0,0,1,0,0,0,0,0,0,2,0,1
CC(=O)Nc1cc(Cl)cc(Cl)c1Br,3.04,8,1,1,0,2,1,0,0,0,0,0,1,0,0,1
CNCC(=O)O,-2.78,3,2,1,0,0,0,0,0,1,0,0,1,0,0,1
OC1CCN(CCCc2ccccc2CSc2ccccc2)CC1,3.85,21,1,1,0,0,2,0,0,0,1,1,0,1,0,0
CON=C(Cc1cccnc1)c1ccc(Cl)cc1Cl,3.7,14,1,2,0,2,1,0,0,0,0,0,0,2,0,0
Cc1ccccc1CCN,1.6,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0
COC(=O)c1ccccc1C(=O)OC,1.6,10,4,0,0,0,1,0,0,0,0,0,2,0,2,0
C=C1C(=O)OC2C1C(O)CC(C)C1CCC(=O)C12C,0.23,15,4,0,0,0,0,0,0,0,1,1,2,0,1,0
Cc1cccc(C#N)n1,0.84,7,0,2,0,0,0,0,0,0,0,0,0,2,0,0
N#Cc1ccc(C=CNC=O)cc1,1.62,10,1,2,0,0,1,0,0,0,0,0,1,1,0,1
Cc1ccc2ccccc2c1C,4.31,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cc1ncc([N+](=O)[O-])n1CCc1ccncc1,0.06,11,2,4,0,0,0,0,0,0,0,0,0,4,0,0
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,2.12,14,3,4,0,0,1,0,1,0,0,0,2,2,1,2
O=C(O)c1cc(O)c(O)c(O)c1,0.7,7,5,0,0,0,1,0,0,0,0,0,1,0,0,0
CC(C)Oc1cccc(COC(=O)N(C)C)c1,3.03,13,3,1,0,0,1,0,0,0,0,0,1,1,2,0
c1ccc2c(N3CCCCC3)ncnc2c1,2.92,13,0,3,0,0,1,0,0,0,0,0,0,3,0,0
FC(F)(F)c1cccc(Cn2cncn2)c1,1.74,10,0,3,3,0,1,0,0,0,0,0,0,3,0,0
CNCC(F)(F)F,0.55,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1
Cc1ncc(CO)c(C=NNC(=O)c2ccc(N)cc2)c1O,1.19,15,3,4,0,0,1,1,0,0,1,1,1,2,0,1
O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,2.58,10,4,2,0,0,2,0,0,0,0,0,0,2,0,0
CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.7,11,4,2,3,0,1,0,0,0,0,1,1,1,0,1
CC1=CCC(C(C)(C)O)CC1,2.98,10,1,0,0,0,0,0,0,0,0,1,0,0,0,0
CCOCc1ccccc1,2.16,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Brc1ccccc1-c1ccccc1,4.59,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CC(=O)Nc1cc(C(F)(F)F)c(Cl)cc1Cl,3.24,9,1,1,3,2,1,0,0,0,0,0,1,0,0,1
CNP(=O)(OC)Oc1cc(Cl)c(Cl)cc1Cl,3.06,8,3,1,0,3,1,0,0,0,0,0,0,0,0,1
CC(C)(C)[N+]([O-])=Cc1ccc(O)cc1,0.6,11,2,1,0,0,1,0,0,0,0,0,0,1,0,0
CCCCCC(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,2.37,14,4,2,0,0,0,0,1,1,0,0,3,1,0,1
NC(=O)c1ccc(I)cc1,1.99,7,1,1,0,0,1,1,0,0,0,0,1,0,0,0
CC(C)OC(=O)n1cc(F)c(=O)[nH]c1=O,0.2,8,4,2,1,0,0,0,0,0,0,0,1,1,1,1
CC(C)S[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-1.26,9,5,0,0,0,0,0,0,0,4,4,0,0,1,0
CN(C)P(=O)(N(C)C)N1CCCC1,0.82,8,1,3,0,0,0,0,0,0,0,0,0,3,0,0
COc1cc(Cl)c(Nc2ccccc2CC(=O)O)c(Cl)c1,4.44,15,3,1,0,2,2,0,0,1,0,0,1,0,1,1
CC(C)CNC(=O)N1C(=O)N(C)CC1O,1.32,9,3,3,0,0,0,0,0,0,1,1,2,2,0,1
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,-0.56,33,15,0,0,0,0,0,0,0,8,9,2,0,4,0
Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,3.31,14,2,1,0,0,2,1,0,0,0,0,2,0,0,0
C=CCC(NC(=O)C(Cc1ccccc1)NS(=O)(=O)N1CCOCC1)C(=O)NC(CC1CCCCC1)C(=O)C(F)(F)C(=O)NCCN1CCOCC1,3.39,35,8,6,2,0,1,0,0,0,0,0,4,2,2,4
O=[N+]([O-])c1nc[nH]c1Br,0.85,3,2,3,0,0,0,0,0,0,0,0,0,2,0,1
Cc1cn(C2OC(CO)CC2F)c(=O)[nH]c1=O,-0.44,10,4,2,1,0,0,0,0,0,1,1,0,1,1,1
CCCC=O,0.88,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CC1=CCC(C(C)(C)O)C[C@@H]1O,1.81,10,2,0,0,0,0,0,0,0,1,2,0,0,0,0
CCCNC(=O)c1ccco1,1.1,8,2,1,0,0,0,0,0,0,0,0,1,0,0,1
CC(C)(C)c1ccc(O)cc1,3.31,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CCOC(=O)c1cc(C#N)c(S(C)=O)s1,2.27,9,3,1,0,0,0,0,0,0,0,0,1,1,1,0
CC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,2.2,17,5,2,0,0,1,0,0,1,0,0,3,1,1,1
CC(C)CCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.93,27,4,1,1,0,0,0,1,0,1,2,2,0,0,1
CNc1nc2ccccc2o1,1.82,8,1,2,0,0,1,0,0,0,0,0,0,1,0,1
Nc1cnc(Cl)cn1,0.67,4,0,3,0,1,0,1,0,0,0,0,0,2,0,0
c1ccc(N2CCN(CCCOn3nnc4ccccc43)CC2)cc1,3.49,19,1,5,0,0,2,0,1,0,0,0,0,5,0,0
Clc1ccc2c(c1)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,7.4,12,2,0,0,5,2,0,0,0,0,0,0,0,2,0
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,6.13,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0
CC(=O)Nc1ccc2nn(C3CCCC3)nc2c1,2.45,13,1,4,0,0,1,0,0,0,0,0,1,3,0,1
CCN(O)CC,-0.17,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0
CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,2.48,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Brc1ccc2ccc3c(Br)ccc4ccc1c2c43,6.69,16,0,0,0,0,4,0,0,0,0,0,0,0,0,0
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,1.98,10,6,1,0,0,1,0,0,0,0,0,0,1,0,0
Brc1ccccc1Br,3.64,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCCCn1nnc2ccccc21,2.57,10,0,3,0,0,1,0,0,0,0,0,0,3,0,0
Cc1ccc([N+](=O)[O-])cc1C,2.91,8,2,1,0,0,1,0,0,0,0,0,0,1,0,0
CC(C)c1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,5.31,21,4,0,0,0,3,0,0,0,0,0,0,0,0,0
O=C(Cc1ccccc1)Nc1cccc(C(F)(F)F)c1,3.84,15,1,1,3,0,2,0,0,0,0,0,1,0,0,1
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1.9,11,4,3,3,1,1,1,0,0,0,0,0,1,0,1
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCC#N,0.72,15,3,5,0,0,1,2,0,0,0,0,0,3,3,0
CC(=O)Nc1ccc(C(N)=O)cc1,0.01,9,2,2,0,0,1,1,0,0,0,0,2,0,0,1
C=COCCn1cnc2[nH]c(=O)n(C)c(=N)c21,-0.78,10,2,5,0,0,0,0,1,0,0,0,0,3,1,2
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC21CCC(=O)O1,2.98,22,3,0,0,0,0,0,0,0,0,0,2,0,1,0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.79,27,4,2,0,0,2,0,0,0,0,0,0,2,4,0
CC1CNC(=Nc2ncc([N+](=O)[O-])s2)N1,1.82,7,2,5,0,0,0,0,0,0,0,0,0,3,0,2
O=C(O)Cc1ccc(OCc2ccccc2)cc1,2.72,15,3,0,0,0,2,0,0,1,0,0,1,0,1,0
O=C(Nc1ccc(Cl)cc1C(O)c1ccccc1)c1ccncc1,3.13,19,2,2,0,1,2,0,0,0,1,1,1,1,0,1
CC(c1ccccc1)N1CC(N2CCOCC2)=NC1=O,0.8,15,2,3,0,0,1,0,0,0,0,0,1,3,1,0
Nc1nccs1,0.38,3,0,2,0,0,0,1,0,0,0,0,0,1,0,0
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,-0.64,9,5,1,0,0,1,1,0,0,1,1,0,0,0,0
Oc1ncnc2[nH]ncc12,-0.55,5,1,4,0,0,0,0,0,0,0,0,0,3,0,1
Oc1ccc2c(c1)CCCC2,2.9,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,1.63,36,5,4,0,0,4,1,0,1,0,0,4,0,0,3
COc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,1.76,12,4,1,0,0,1,1,0,0,0,0,1,0,1,0
COc1c(Cl)cc(Cl)c(O)c1C(=O)NCC1CCCN1CCF,3.66,15,3,2,1,2,1,0,0,0,0,0,1,1,1,1
NC(=O)c1ccc(Cl)cc1,1.55,7,1,1,0,1,1,1,0,0,0,0,1,0,0,0
CCCCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,0.93,20,6,2,0,0,0,0,1,0,4,4,1,1,1,1
OC(CNCCc1ccncc1)COc1ccc(-c2ncc(-c3cccs3)[nH]2)cc1,2.25,23,2,4,0,0,1,0,1,0,1,1,0,2,1,2
CC1(C)C=C(C(=O)NCCCN2C(=O)c3ccccc3C2=O)C(C)(C)N1,1.58,20,3,3,0,0,1,0,1,0,0,0,3,1,0,2
COc1ccc(N2CCN(CC3CN=C(N)O3)CC2)cc1,0.68,15,2,4,0,0,1,1,0,0,0,0,0,3,2,0
Clc1cc(Cl)c(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1,7.25,12,0,0,0,6,2,0,0,0,0,0,0,0,0,0
Cc1ccccc1NC(=O)c1cc(Cl)ccc1O,4.21,14,2,1,0,1,2,0,0,0,0,0,1,0,0,1
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)C[C@H]1F,-0.14,10,2,5,1,0,0,1,0,0,1,1,0,4,1,0
CC(C)C(=O)NCCNCC(O)COCCOc1ccccc1,0.48,17,4,2,0,0,1,0,4,0,1,1,1,0,2,2
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.2,9,2,2,0,2,1,0,0,0,0,0,1,1,0,1
ClCc1ccccc1,2.3,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NC(=O)COCc1ccco1,-0.11,7,3,1,0,0,0,1,0,0,0,0,1,0,1,0
Cc1ncc([N+](=O)[O-])n1CCCS(C)(=O)=O,-1.0,8,4,3,0,0,0,0,0,0,0,0,0,3,0,0
C=CCC#N,0.4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CC1=Nc2ccc(F)cc2S(=O)(=O)N1,0.62,8,2,2,1,0,1,0,0,0,0,0,0,1,0,1
O=[N+]([O-])C=Cc1ccc(Cl)cc1Cl,3.26,8,2,1,0,2,1,0,0,0,0,0,0,1,0,0
CCc1cccc(C)c1N(COC(C)C)C(=O)CCl,3.5,15,2,1,0,1,1,0,0,0,0,0,1,1,1,0
[O-][n+]1ccc(Cl)c2ccc(Cl)cc21,1.85,9,1,1,0,2,1,0,0,0,0,0,0,1,0,0
Nc1cccc2nc3ccccc3cc12,2.47,13,0,2,0,0,2,1,0,0,0,0,0,1,0,0
CCC(C(N)=O)c1ccc(-n2sc3ccccc3c2=O)cc1,2.58,17,2,2,0,0,2,1,0,0,0,0,1,1,0,0
NS(=O)(=O)c1cc2c(cc1Br)NCNS2(=O)=O,0.08,7,4,3,0,0,1,1,0,0,0,0,0,0,0,2
NS(=O)(=O)c1cc2cc(CN3CCOCC3)sc2o1,0.88,11,4,2,0,0,0,1,0,0,0,0,0,1,1,0
Nc1nc(Cl)c2ncn([C@H]3CC[C@@H](CO)O3)c2n1,0.21,10,2,5,0,1,0,1,0,0,1,1,0,4,1,0
NC(=S)Nc1cccc2ccccc12,1.65,11,0,2,0,0,2,1,0,0,0,0,0,0,0,1
Cc1ccc(S(=O)(=O)C2(C(=O)OC(C)C)CCCC2)cc1,2.88,16,4,0,0,0,1,0,0,0,0,0,1,0,1,0
C=CCC1(CC)C(=O)NC(=O)N(C)C1=O,1.35,10,3,2,0,0,0,0,0,0,0,0,3,1,0,1
CC(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.54,22,4,5,0,0,1,2,0,0,0,0,4,0,0,3
C=CCN,0.03,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cc1cc(=O)ss1,1.26,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C(=O)O)C(=O)O,0.39,5,4,0,0,0,0,0,0,2,0,0,2,0,0,0
CCN(/C=N/c1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1)CC,-0.06,14,3,4,0,0,0,0,0,0,1,1,0,4,1,0
CC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(C)=O,-0.03,27,9,6,0,0,0,0,9,0,0,0,6,3,0,3
O=C(O)c1cc(Cl)ccc1[N+](=O)[O-],2.13,7,4,1,0,1,1,0,0,0,0,0,1,1,0,0
CC1CN(N=O)CCN1N=O,-0.28,5,2,4,0,0,0,0,0,0,0,0,0,4,0,0
O=C(O)Cc1ccc(O)cc1,0.75,8,3,0,0,0,1,0,0,1,0,0,1,0,0,0
S=P(N1CC1)(N1CC1)N1CC1,0.53,6,0,3,0,0,0,0,0,0,0,0,0,3,0,0
COc1ccc(N2Cn3c(nc4ccccc4c3=O)C2C)cc1,1.73,18,2,3,0,0,2,0,0,0,0,0,0,3,1,0
O=c1cnn(C2OC(CO)C(O)C2O)c(=O)[nH]1,-2.14,8,6,3,0,0,0,0,0,0,3,3,0,2,1,1
CC(C)CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.8,27,6,0,1,0,0,0,0,0,1,2,3,0,1,0
Cc1ccc(C(=O)O)c(O)c1,2.99,8,3,0,0,0,1,0,0,0,0,0,1,0,0,0
Nc1nc(F)c2ncn([C@H]3CC[C@@H](CO)O3)c2n1,-0.05,10,2,5,1,0,0,1,0,0,1,1,0,4,1,0
Cc1ccc(C(=O)NN)cc1,0.72,8,1,2,0,0,1,1,0,0,0,0,1,0,0,1
Cc1ccc(OC(=O)CNC(=O)c2ccccc2)cc1,2.83,16,3,1,0,0,2,0,0,0,0,0,2,0,1,1
COc1cnnc2ccccc12,1.41,9,1,2,0,0,1,0,0,0,0,0,0,2,1,0
Cc1ccc(C(=O)N(C(C)C)C(C)C)cc1,2.5,14,1,1,0,0,1,0,0,0,0,0,1,1,0,0
O=[N+]([O-])c1cccc2cc[nH]c12,2.63,8,2,2,0,0,1,0,0,0,0,0,0,1,0,1
C1CCCC1,3.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNC(=O)COC(=O)c1ccccc1,1.28,11,3,1,0,0,1,0,0,0,0,0,2,0,1,1
CCCCCCCCCCOn1c(=O)[nH]c(C)c(Br)c1=O,4.65,15,3,2,0,0,0,0,7,0,0,0,0,1,0,1
C=CCC(C)OC(=O)Nc1ccc(OCC)c(OCC)c1,3.37,16,4,1,0,0,1,0,0,0,0,0,1,0,3,1
CN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21,1.3,16,1,3,1,0,2,1,0,0,0,0,1,2,0,0
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.58,19,5,3,1,1,1,0,0,1,0,0,3,2,0,1
CCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,1.47,19,6,2,0,0,1,0,0,1,0,0,4,1,1,1
N#CC(C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,1.47,18,5,3,0,0,2,0,0,0,2,2,1,2,0,1
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,4.8,15,3,2,0,2,1,0,0,0,0,0,0,2,1,0
COc1nn(CSP(=S)(OC)OC)c(=O)s1,2.2,6,4,2,0,0,0,0,0,0,0,0,0,2,1,0
Cc1nn(C)c(Oc2ccccc2)c1C=NOCc1ccc(C(=O)OC(C)(C)C)cc1,5.01,24,4,3,0,0,2,0,0,0,0,0,1,3,2,0
O=S(=O)(CF)Nc1ccc(Cl)cc1,2.25,7,2,1,1,1,1,0,0,0,0,0,0,0,0,1
C[Si](C)(C)Cc1ccccc1,4.13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCc1cccc(OC(C)=O)c1,2.45,10,2,0,0,0,1,0,0,0,0,0,1,0,1,0
COc1cccc(C(=O)N(NC(=O)c2ccccc2)C(C)(C)C)c1,2.56,19,3,2,0,0,2,0,0,0,0,0,2,1,1,1
CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,0.89,21,3,3,2,0,2,0,0,0,0,0,1,3,0,0
CCCCCC(C)O,2.31,7,1,0,0,0,0,0,1,0,1,1,0,0,0,0
CCc1oc(C)cc(=O)c1O,1.07,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCNC1=NS(=O)N=C1NCCSCc1ccc(CN(C)C)o1,4.47,20,2,5,0,0,0,0,7,0,0,0,0,3,0,2
O=C(O)CCCCN1C(=O)C=CC1=O,0.6,9,4,1,0,0,0,0,1,1,0,0,3,1,0,0
O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)c(Cl)cc2N1,1.8,11,4,2,0,2,1,0,0,1,0,0,1,1,0,1
CC(C)c1ccc(C(N)=O)cc1,2.14,10,1,1,0,0,1,1,0,0,0,0,1,0,0,0
C#CCOc1c(Cl)cc(NC=NOCCC)cc1Cl,4.0,13,2,2,0,2,1,0,1,0,0,0,0,1,1,1
O=S(c1ccccc1)c1ccccc1,2.06,12,1,0,0,0,2,0,0,0,0,0,0,0,0,0
COc1cc(C(=O)OC2N=C(c3ccccc3)c3cc(Cl)ccc3NC2=O)cc(OC)c1OC,3.75,25,6,2,0,1,3,0,0,0,0,0,2,1,4,1
O=C1CC(Sc2ccccc2C(=O)OCc2ccccc2)N1,2.62,17,3,1,0,0,2,0,0,0,0,0,2,0,1,1
CNc1cccc2ccccc12,2.88,11,0,1,0,0,2,0,0,0,0,0,0,0,0,1
C=CC(OC(C)=O)OC(C)=O,0.78,7,4,0,0,0,0,0,0,0,0,0,2,0,2,0
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,-0.35,7,5,1,0,0,0,1,0,0,1,1,0,0,0,0
CC(O)CNc1ccccc1C(N)=O,0.62,10,2,2,0,0,1,1,0,0,1,1,1,0,0,1
CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)O,-1.18,23,5,4,0,0,0,1,0,1,0,0,4,1,0,2
Clc1cc2oc3c(Cl)cc(Cl)c(Cl)c3c2cc1Cl,6.26,12,1,0,0,5,2,0,0,0,0,0,0,0,0,0
Clc1cc(Cl)cc(Oc2ccccc2)c1,5.21,12,1,0,0,2,2,0,0,0,0,0,0,0,1,0
O=C1CCC(c2ccc(-n3ccnc3)cc2)=NN1,0.96,13,1,4,0,0,1,0,0,0,0,0,1,3,0,1
Nc1nc2nc[nH]c2c(=S)[nH]1,-0.07,5,0,5,0,0,0,1,0,0,0,0,0,2,0,2
C#CCON=CNc1cc(F)c(OCC#C)c(OCC#C)c1,1.8,16,3,2,1,0,1,0,1,0,0,0,0,1,2,1
O=Cc1ccc([N+](=O)[O-])cc1,1.56,7,3,1,0,0,1,0,0,0,0,0,1,1,0,0
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,1.33,8,6,1,0,0,1,0,0,0,0,0,0,1,0,0
CC(C)(C)N(NC(=O)c1cccc(Cl)c1)C(=O)c1ccccc1Cl,3.49,18,2,2,0,2,2,0,0,0,0,0,2,1,0,1
CC(C)N(CC1CN=C(N)O1)C(C)C,0.98,10,1,3,0,0,0,1,0,0,0,0,0,2,1,0
CC(=O)Nc1cncnc1,-0.22,6,1,3,0,0,0,0,0,0,0,0,1,2,0,1
CNC(C)C(OC)c1ccccc1,2.05,11,1,1,0,0,1,0,0,0,0,0,0,0,1,1
Nc1nc(N)c2ncn(C3CC(F)C(CO)O3)c2n1,0.05,10,2,6,1,0,0,2,0,0,1,1,0,4,1,0
O=C(c1ccccc1)c1ccccc1,3.18,13,1,0,0,0,2,0,0,0,0,0,1,0,0,0
N#Cc1cnc(Cl)cn1,0.92,5,0,3,0,1,0,0,0,0,0,0,0,3,0,0
Cc1cc([N+](=O)[O-])cc2c1NC(=O)CN=C2c1ccccc1,2.44,16,3,3,0,0,2,0,0,0,0,0,1,2,0,1
S=C=Nc1ccc2ccccc2c1,4.34,11,0,1,0,0,2,0,0,0,0,0,0,1,0,0
O=C(O)c1cc(Oc2cc(C(F)(F)F)ccc2Cl)ccc1[N+](=O)[O-],3.7,14,5,1,3,1,2,0,0,0,0,0,1,1,1,0
C=C(C)C(=O)O,0.93,4,2,0,0,0,0,0,0,1,0,0,1,0,0,0
N=C(N)NN=Cc1ccc(Cl)cc1,0.96,8,0,4,0,1,1,1,0,0,0,0,0,1,0,2
CSc1ccc(NC(C)=O)cc1,2.03,9,1,1,0,0,1,0,0,0,0,0,1,0,0,1
COc1cc(Cc2cnc(N)nc2N)cc(OCc2ccccc2)c1OC,2.37,20,3,4,0,0,2,2,0,0,0,0,0,2,3,0
CC1CN1C1=CC(=O)c2ccccc2C1=O,2.17,13,2,1,0,0,1,0,0,0,0,0,2,1,0,0
CCCCNC(N)=O,0.41,5,1,2,0,0,0,1,1,0,0,0,1,0,0,1
CN(C)C=Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1,-0.64,12,3,4,1,0,0,0,0,0,1,1,0,4,1,0
O=c1cn[nH]c(=O)[nH]1,-0.59,3,2,3,0,0,0,0,0,0,0,0,0,1,0,2
COc1ccc(N)cc1,0.95,7,1,1,0,0,1,1,0,0,0,0,0,0,1,0
C=CCS(=O)(=O)c1cc(OC)c(OC)c(OC)c1,1.34,12,5,0,0,0,1,0,0,0,0,0,0,0,3,0
COc1ccc(-c2cn3cc(N)cnc3n2)c(OC)c1,1.68,14,2,4,0,0,1,1,0,0,0,0,0,3,2,0
CNC(=O)N(C)C(=O)Nc1cc(I)ccc1F,3.58,10,2,3,1,0,1,0,0,0,0,0,2,1,0,2
CN1C(=Nc2ncc([N+](=O)[O-])s2)NCC1(C)C,2.35,9,2,5,0,0,0,0,0,0,0,0,0,4,0,1
CCNC(=O)Nc1ccccc1,1.64,9,1,2,0,0,1,0,0,0,0,0,1,0,0,2
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,1.2,8,2,2,0,1,1,0,0,0,0,0,0,1,0,1
COC(=O)C(C#N)=NNc1cc(Cl)c(Cl)c(Cl)c1,5.22,10,2,3,0,3,1,0,0,0,0,0,1,2,1,1
CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)N)C(C)C)C(=O)O,-1.74,20,5,4,0,0,0,1,0,1,0,0,4,0,0,3
Cc1nc([N+](=O)[O-])c(Cl)n1C,0.34,5,2,3,0,1,0,0,0,0,0,0,0,3,0,0
CCc1cccc(OC(=O)N(C)C)c1,2.47,11,2,1,0,0,1,0,0,0,0,0,1,1,1,0
Nc1ccccc1C(F)(F)F,2.41,7,0,1,3,0,1,1,0,0,0,0,0,0,0,0
Clc1cc2c(c(Cl)c1Cl)Oc1c(Cl)ccc(Cl)c1O2,6.24,12,2,0,0,5,2,0,0,0,0,0,0,0,2,0
COc1cccc(C(=O)N(C)C)c1,1.0,10,2,1,0,0,1,0,0,0,0,0,1,1,1,0
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1ccc(Br)cc1,3.66,18,2,2,0,0,2,0,0,0,0,0,2,1,0,1
CCCCCCNC(=O)NN,0.46,7,1,3,0,0,0,1,3,0,0,0,1,0,0,2
CC(=O)Nc1ccc(C)cc1[N+](=O)[O-],1.49,9,3,2,0,0,1,0,0,0,0,0,1,1,0,1
CC(=O)Nc1cccc(Cl)c1C,1.82,9,1,1,0,1,1,0,0,0,0,0,1,0,0,1
O=[N+]([O-])c1ccc2cccccc1-2,2.59,10,2,1,0,0,0,0,0,0,0,0,0,1,0,0
C=CCOc1cc(NC(C)=O)c(F)cc1Cl,2.76,11,2,1,1,1,1,0,0,0,0,0,1,0,1,1
O=[N+]([O-])c1nccnc1NCC(O)CO,-0.49,7,4,4,0,0,0,0,0,0,2,2,0,3,0,1
FC(F)(F)C(Cl)Br,2.3,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1nccn1CCN1CCCCC1,0.36,10,2,4,0,0,0,0,0,0,0,0,0,4,0,0
CCc1c(C)nc2n(c1=O)C(C)CCC2,1.43,12,1,2,0,0,0,0,0,0,0,0,0,2,0,0
CC(=O)c1ccc(S(N)(=O)=O)cc1,0.2,8,3,1,0,0,1,1,0,0,0,0,1,0,0,0
CC(=O)Nc1ccc(C(C)=O)cc1,1.24,10,2,1,0,0,1,0,0,0,0,0,2,0,0,1
CS(=O)c1cccs1,0.91,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc(=O)n2c(n1)CCCC2C,0.67,10,1,2,0,0,0,0,0,0,0,0,0,2,0,0
C=CCc1c(OCC)cc(Cc2cnc(N)nc2N)cc1OCC,3.08,18,2,4,0,0,1,2,0,0,0,0,0,2,2,0
CCOC(=O)CC[C@H](NC(=O)c1ccc(N(C)Cc2cnc3nc(N)nc(N)c3n2)cc1)C(=O)OCC,0.98,24,5,8,0,0,1,2,0,0,0,0,3,5,2,1
O=C(C=Cc1ccco1)c1ccco1,2.34,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0
CC(C)N(C(=O)c1ccccc1Cl)C(C)C,3.0,13,1,1,0,1,1,0,0,0,0,0,1,1,0,0
OCCNCCO,-1.43,4,2,1,0,0,0,0,2,0,2,2,0,0,0,1
CCOc1cncc(OCC)n1,2.55,8,2,2,0,0,0,0,0,0,0,0,0,2,2,0
OCc1ccccc1F,1.31,7,1,0,1,0,1,0,0,0,1,1,0,0,0,0
