smiles,log_p
CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,21.0
CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.89
CCCCCCCC/C=C\\CCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,21.53
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\\CCCCCCCC,22.3
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OCC(OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.0
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.61
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,23.5
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.92
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.11
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.92
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.0
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.64
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.25
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.53
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.17
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.11
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,19.75
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.64
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.28
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.17
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.81
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.58
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC(COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.61
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC,24.23
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC,25.12
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.53
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.73
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.53
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.61
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC,22.25
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,23.87
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,23.14
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC,22.78
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.73
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.36
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.25
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,21.89
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.78
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,22.42
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC,23.19
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC(COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,23.5
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\\CCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,25.12
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC,26.01
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,23.42
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.61
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,23.42
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,23.5
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC,23.14
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,24.75
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,24.03
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC,23.67
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.61
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,22.25
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,23.14
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,22.78
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,23.67
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)O[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC,23.31
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\\CCCCCCCC,24.08
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OCC(OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.92
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,22.53
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,23.42
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,20.84
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,20.03
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,20.84
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,20.92
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,20.56
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,22.17
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,21.45
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,21.08
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,20.03
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,19.67
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,20.56
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,20.2
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,21.08
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,20.72
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC,21.5
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OCC(OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.11
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,21.73
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,22.61
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,20.03
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,19.22
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,20.03
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,20.11
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,19.75
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,21.36
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,20.64
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,20.28
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,19.22
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,18.86
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,19.75
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,19.39
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,20.28
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,19.92
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC,20.69
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OCC(OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,20.92
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,22.53
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,23.42
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,20.84
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,20.03
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,20.84
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,20.92
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,20.56
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,22.17
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,21.45
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,21.08
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,20.03
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,19.67
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,20.56
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,20.2
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,21.08
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CC/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\C/C=C\\CC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,20.72
CCCCCCCCCCCCCCCCCCOC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCCCCC/C=C\\C/C=C\\CCCCC,21.5
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OCC(OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC)COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC,21.0
CCCCCCCC/C=C\\CCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC,22.61
CCCCCCCC/C=C\\CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCC/C=C\\C/C=C\\C/C=C\\CCCCCCCC)OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC,23.5
CCCCCCCC/C=C\\C/C=C\\C/C=C\\CCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\\C/C=C\\CCCCC)OC(=O)CCCCCC/C=C\\C/C=C\\C/C=C\\CCCCC,20.92
